Polarization of Light 'Brewsters' Data File Wed, Jan 21, 2026 10:28 AM
Sensor Position (Degrees)	Light Intensity (Volts)
173.90000	0.62591
173.85000	0.59112
173.80000	0.89556
173.76667	0.81534
173.76667	0.91602
173.76667	0.78281
173.76667	0.65362
173.76667	0.57598
173.76667	0.79231
173.76667	0.80181
173.76667	1.66505
173.75000	1.10529
173.75000	1.09692
173.75000	1.11447
173.71667	1.32227
173.68333	1.73883
173.65000	1.86093
173.60000	1.33999
173.56667	1.49865
173.50000	0.97707
173.41667	0.01251
173.35000	0.01348
173.28333	0.01557
173.20000	0.02830
173.13333	0.02894
173.08333	0.06889
173.01667	0.18745
172.96667	0.18455
172.91667	0.18390
172.83333	0.41087
172.78333	1.01364
172.75000	1.33999
172.70000	1.07871
172.61667	1.32710
172.53333	2.34724
172.43333	2.14701
172.33333	1.45565
172.25000	0.89798
172.23333	1.08065
172.23333	1.08628
172.21667	0.99543
172.18333	0.95839
172.13333	1.43148
172.10000	1.54650
172.08333	1.47336
172.06667	1.34418
172.03333	1.22288
172.01667	1.22675
172.00000	1.34240
171.96667	1.59450
171.90000	1.72336
171.88333	2.01106
171.86667	2.06792
171.86667	2.22852
171.83333	2.23867
171.80000	2.21306
171.76667	2.18036
171.71667	1.81083
171.68333	2.04923
171.63333	2.03232
171.60000	1.76363
171.55000	1.69743
171.50000	1.37237
171.46667	1.23432
171.45000	0.95468
171.40000	1.25317
171.30000	1.48480
171.21667	1.40168
171.16667	1.41119
171.13333	1.36705
171.11667	1.36753
171.08333	1.39604
171.06667	1.43873
171.03333	1.42778
171.01667	1.45178
171.00000	1.35819
170.98333	1.39604
170.95000	1.34675
170.91667	1.30858
170.83333	1.64170
170.75000	1.82517
170.68333	1.96869
170.61667	2.16328
170.56667	2.12655
170.50000	2.17182
170.41667	2.18922
170.40000	2.12076
170.36667	1.80165
170.33333	1.40426
170.26667	1.21370
170.21667	1.06244
170.16667	1.03715
170.06667	1.01283
170.01667	1.00800
169.96667	1.15410
169.95000	1.06099
169.91667	1.02636
169.88333	1.07662
169.83333	1.35465
169.78333	1.07597
169.71667	2.00027
169.68333	2.44067
169.65000	1.50091
169.56667	2.25800
169.48333	2.02378
169.43333	2.91393
169.38333	1.40925
169.36667	1.54666
169.35000	1.31534
169.33333	1.16376
169.28333	1.36463
169.25000	1.71612
169.23333	2.09450
169.20000	2.54328
169.18333	2.92746
169.16667	2.87447
169.13333	2.58725
169.10000	1.82871
169.08333	1.54376
169.06667	1.38670
169.06667	1.91360
169.05000	1.76444
169.00000	1.52443
168.88333	2.18422
168.78333	1.68406
168.73333	1.16924
168.73333	1.55004
168.73333	1.67633
168.71667	1.64137
168.70000	1.06824
168.68333	1.93132
168.66667	1.07823
168.66667	1.13944
168.65000	1.17295
168.63333	1.03603
168.63333	1.20001
168.61667	1.37108
168.53333	1.77572
168.40000	1.15684
168.28333	1.46773
168.18333	1.80584
168.10000	1.91876
168.05000	1.21306
167.96667	1.00526
167.91667	1.58290
167.86667	2.37559
167.83333	2.98191
167.83333	3.21854
167.81667	3.15717
167.80000	3.03120
167.78333	3.04248
167.78333	3.00237
167.75000	1.50542
167.70000	1.02604
167.65000	1.40297
167.63333	1.23448
167.58333	1.88171
167.58333	1.43245
167.56667	0.91956
167.56667	0.93809
167.55000	0.92262
167.55000	0.95033
167.55000	0.97627
167.51667	1.17375
167.48333	1.83161
167.45000	1.96805
167.41667	1.79521
167.41667	1.80664
167.36667	1.84933
167.26667	1.49382
167.13333	1.65168
167.06667	1.75977
167.00000	1.03152
166.93333	1.35320
166.85000	3.06954
166.78333	1.99286
166.73333	1.09579
166.68333	1.34224
166.61667	1.60674
166.53333	1.34740
166.41667	0.18133
166.28333	0.11383
166.10000	0.11706
165.88333	0.26396
165.70000	0.51734
165.61667	0.43729
165.55000	1.00284
165.50000	1.32098
165.41667	0.87897
165.33333	1.40700
165.25000	1.12559
165.20000	1.01670
165.16667	0.79891
165.11667	0.81470
165.05000	0.84563
164.98333	0.94775
164.91667	0.92327
164.86667	0.81873
164.81667	1.47465
164.75000	1.69163
164.68333	1.43793
164.63333	1.35658
164.58333	1.50639
164.53333	0.97933
164.48333	1.00284
164.43333	1.03039
164.40000	1.30809
164.38333	1.24769
164.38333	1.31599
164.36667	1.32259
164.36667	1.39814
164.35000	1.43084
164.35000	1.01541
164.33333	1.01895
164.33333	1.02523
164.33333	1.02395
164.31667	0.97127
164.30000	0.96161
164.30000	1.00655
164.28333	0.86367
164.26667	0.88751
164.26667	1.25655
164.25000	1.17359
164.23333	1.01025
164.21667	0.81728
164.18333	0.71290
164.16667	0.37173
164.15000	0.39315
164.15000	0.38332
164.15000	0.26461
164.13333	0.27008
164.05000	0.24834
163.88333	0.22772
163.78333	0.32517
163.71667	0.32727
163.68333	0.43406
163.65000	1.16231
163.60000	0.88960
163.53333	1.45983
163.48333	1.09257
163.43333	1.81518
163.40000	1.65684
163.40000	1.48432
163.40000	1.14959
163.40000	1.11238
163.38333	0.93857
163.38333	0.79521
163.36667	0.80600
163.36667	0.86576
163.36667	0.92343
163.35000	0.86238
163.35000	0.77234
163.33333	0.79763
163.33333	0.83129
163.31667	0.87237
163.30000	1.03748
163.26667	1.37156
163.23333	1.60577
163.11667	1.80970
162.96667	1.32114
162.88333	1.24592
162.81667	1.30117
162.75000	1.80197
162.65000	1.89170
162.55000	1.58548
162.43333	1.65925
162.33333	2.19050
162.25000	2.50591
162.20000	2.70066
162.13333	2.42295
162.06667	1.54118
161.98333	1.18132
161.91667	1.67891
161.85000	2.02733
161.81667	1.08049
161.78333	0.86415
161.76667	1.21596
161.75000	2.92037
161.75000	3.17859
161.73333	3.71533
161.71667	3.76156
161.70000	3.71437
161.68333	3.24963
161.65000	1.54988
161.63333	1.02910
161.60000	1.21112
161.50000	1.85900
161.35000	1.81760
161.20000	2.23980
161.08333	2.44985
161.00000	2.34466
160.93333	2.19566
160.83333	2.39427
160.75000	1.49737
160.68333	1.40668
160.61667	1.40813
160.55000	1.23818
160.48333	1.23255
160.41667	1.26235
160.38333	1.22208
160.33333	1.23867
160.28333	1.40249
160.21667	1.42923
160.15000	1.20532
160.08333	1.23528
160.01667	1.52974
159.96667	1.35368
159.88333	0.96257
159.80000	1.39331
159.73333	2.57147
159.66667	2.36705
159.63333	2.06744
159.61667	2.02427
159.56667	2.41844
159.55000	2.19050
159.55000	0.82469
159.53333	0.88284
159.53333	1.09563
159.53333	1.53409
159.53333	1.59627
159.53333	1.43100
159.51667	1.15265
159.51667	0.91699
159.50000	0.92697
159.50000	0.92279
159.48333	0.88509
159.45000	0.85159
159.30000	1.30890
159.16667	1.62398
159.10000	1.45548
159.05000	1.59595
159.00000	1.47997
158.95000	1.28683
158.90000	1.09998
158.83333	0.96805
158.76667	0.93245
158.70000	1.73528
158.61667	1.82742
158.53333	2.13831
158.45000	1.99060
158.38333	1.21289
158.28333	1.12349
158.20000	1.14766
158.13333	0.97578
158.05000	1.01154
157.98333	1.11641
157.95000	0.90249
157.90000	0.67343
157.86667	0.77749
157.85000	0.65684
157.81667	0.55375
157.75000	0.77314
157.70000	0.50188
157.65000	0.57114
157.63333	0.78619
157.61667	0.78909
157.60000	1.06679
157.56667	1.03329
157.53333	1.03828
157.51667	0.95967
157.50000	0.92198
157.46667	0.93680
157.38333	0.98851
157.31667	0.84708
157.28333	0.85159
157.21667	0.94808
157.16667	0.70082
157.10000	0.62511
157.05000	0.63896
157.01667	0.63381
157.00000	0.62366
156.98333	0.67246
156.96667	0.70082
156.93333	0.85175
156.83333	0.71676
156.71667	0.68310
156.60000	0.92214
156.53333	1.00864
156.45000	1.01203
156.38333	1.04956
156.30000	0.87607
156.20000	0.92279
156.08333	0.95951
156.00000	1.08500
155.96667	0.85481
155.93333	0.77040
155.86667	0.80568
155.80000	0.91022
155.75000	0.61979
155.70000	0.57839
155.66667	0.40217
155.61667	0.43906
155.56667	0.44663
155.50000	0.45291
155.43333	0.45484
155.38333	0.47917
155.33333	0.48239
155.28333	0.41989
155.21667	0.39186
155.15000	0.38767
155.05000	0.48529
155.00000	0.54118
154.93333	0.50752
154.85000	0.44228
154.76667	0.49093
154.70000	0.49656
154.63333	0.54070
154.56667	0.61125
154.48333	0.50719
154.38333	0.46306
154.26667	0.43761
154.16667	0.39991
154.06667	0.43986
153.98333	0.66232
153.90000	0.57904
153.81667	0.68471
153.71667	0.72417
153.60000	0.68261
153.50000	0.59160
153.36667	0.56921
153.25000	0.52572
153.10000	0.42263
152.93333	0.21000
152.76667	0.13767
152.70000	0.12350
152.66667	0.11432
152.66667	0.19953
152.66667	0.19325
152.66667	0.26428
152.65000	0.31261
152.65000	0.34772
152.65000	0.35111
152.65000	0.47868
152.65000	0.46805
152.65000	0.37543
152.65000	0.27991
152.65000	0.17424
152.63333	0.14234
152.61667	0.11383
152.60000	0.10787
152.58333	0.11158
152.56667	0.11544
152.48333	0.12849
152.33333	0.17569
152.16667	0.27459
152.06667	0.32839
152.00000	0.33741
151.91667	0.35449
151.83333	0.36238
151.76667	0.35803
151.73333	0.35030
151.73333	0.34595
151.73333	0.33387
151.73333	0.32179
151.71667	0.31519
151.68333	0.29924
151.66667	0.29569
151.60000	0.29924
151.43333	0.29408
151.25000	0.24318
151.11667	0.21870
150.96667	0.18181
150.83333	0.14573
150.71667	0.11899
150.61667	0.12849
150.53333	0.13751
150.45000	0.14218
150.38333	0.14444
150.33333	0.16925
150.30000	0.18326
150.23333	0.19631
150.18333	0.19196
150.11667	0.21145
150.05000	0.18713
150.00000	0.20178
149.91667	0.15201
149.85000	0.12624
149.76667	0.09885
149.65000	0.06277
149.53333	0.01831
149.41667	0.00333
149.33333	0.00317
149.26667	0.00446
149.23333	0.00236
149.20000	0.00333
149.13333	0.00736
149.05000	0.01412
148.96667	0.01847
148.88333	0.01332
148.80000	0.00881
148.71667	0.00655
148.65000	0.00510
148.56667	0.00269
148.48333	0.00236
148.40000	0.00108
148.28333	-0.00005
148.18333	-0.00053
148.08333	0.00236
147.98333	0.00236
147.90000	0.00140
147.81667	0.00156
147.73333	-0.00021
147.61667	0.00108
147.50000	-0.00070
147.41667	-0.00005
147.33333	0.00027
147.28333	0.00172
147.21667	-0.00005
147.15000	-0.00005
147.06667	0.00043
146.96667	0.00059
146.86667	-0.00070
146.80000	-0.00037
146.75000	-0.00005
146.66667	0.30294
146.60000	-0.00247
146.56667	-0.00102
146.55000	0.00075
146.50000	-0.00053
146.46667	0.00092
146.46667	0.00059
146.45000	0.00140
146.45000	0.00124
146.38333	0.00124
146.31667	-0.00086
146.28333	0.00059
146.23333	0.00027
146.18333	0.00075
146.10000	-0.00053
145.96667	-0.00086
145.68333	0.00059
