Polarization of Light 'Brewsters' Data File Wed, Jan 21, 2026 10:33 AM
Sensor Position (Degrees)	Light Intensity (Volts)
150.80000	-0.00037
150.78333	0.00768
150.76667	0.00220
150.73333	-0.00005
150.70000	-0.00005
150.68333	0.00349
150.63333	0.00253
150.55000	-0.00021
150.36667	-0.00021
150.26667	-0.00005
150.20000	-0.00021
150.16667	0.00108
150.10000	0.00526
150.01667	0.00156
149.93333	0.00253
149.85000	0.00317
149.75000	0.00365
149.66667	0.00414
149.61667	0.00494
149.55000	0.00494
149.46667	0.00236
149.40000	0.00446
149.33333	0.00478
149.25000	0.00333
149.16667	0.00317
149.08333	0.00317
149.00000	0.00301
148.91667	0.00092
148.86667	0.00381
148.81667	0.00398
148.76667	0.00349
148.70000	0.00478
148.63333	0.00478
148.56667	0.00575
148.46667	0.00220
148.35000	0.00172
148.21667	0.00543
148.05000	-0.00231
147.91667	-0.00086
147.83333	0.01590
147.78333	-0.00053
147.70000	-0.00247
147.63333	-0.00166
147.58333	-0.00053
147.56667	0.00172
147.56667	0.00365
147.55000	0.00430
147.55000	0.00381
147.55000	0.00092
147.53333	0.00204
147.53333	0.00430
147.55000	0.00236
147.56667	0.00510
147.56667	0.00494
147.56667	0.00381
147.56667	0.00204
147.56667	0.00301
147.56667	0.00414
147.56667	0.00333
147.56667	0.00623
147.56667	0.00269
147.56667	0.00526
