Polarization of Light 'Brewsters' Data File Wed, Jan 21, 2026 10:37 AM
Sensor Position (Degrees)	Light Intensity (Volts)
163.53333	1.12076
163.46667	0.86367
163.41667	0.79424
163.38333	0.90265
163.35000	0.89734
163.31667	0.82340
163.28333	0.80536
163.26667	0.86383
163.23333	0.84531
163.20000	0.83564
163.18333	0.83000
163.13333	0.79650
163.06667	0.69115
162.96667	1.55664
162.90000	1.33016
162.83333	1.52878
162.78333	1.46757
162.75000	1.35722
162.70000	1.37108
162.63333	1.36125
162.56667	1.42182
162.48333	1.18905
162.36667	1.14862
162.30000	1.04601
162.23333	1.24237
162.11667	0.69872
162.00000	0.69792
161.90000	0.74543
161.83333	0.73368
161.78333	0.64653
161.75000	0.68890
161.71667	0.61576
161.66667	0.48609
161.56667	1.21998
161.48333	0.87076
161.41667	1.08999
161.31667	0.91183
161.26667	0.61512
161.23333	1.14894
161.20000	1.33177
161.15000	1.32050
161.10000	1.02668
161.06667	1.28796
160.98333	0.81712
160.90000	1.15378
160.85000	1.26444
160.81667	1.10739
160.80000	0.97675
160.73333	1.17955
160.61667	0.28957
160.53333	0.18858
160.45000	0.37559
160.35000	0.40926
160.21667	0.36963
160.10000	0.41345
160.03333	0.85143
159.95000	0.70549
159.86667	1.05729
159.81667	0.82211
159.80000	0.82614
159.76667	0.81873
159.73333	0.83145
159.68333	0.87736
159.63333	0.91280
159.60000	1.66554
159.56667	1.73512
159.50000	1.80262
159.43333	1.39476
159.38333	1.75767
159.31667	1.88557
159.25000	1.55697
159.20000	1.65668
159.13333	1.90474
159.08333	1.36012
159.01667	0.96660
158.93333	1.34369
158.83333	1.51170
158.71667	1.21144
158.60000	1.11770
158.48333	1.08693
158.41667	0.74125
158.38333	0.56470
158.31667	0.88574
158.26667	0.69034
158.23333	0.63203
158.23333	0.65845
158.20000	0.62833
158.15000	0.54489
158.08333	0.75107
157.95000	0.85964
157.85000	0.71515
157.73333	0.83467
157.71667	0.83258
157.70000	0.84724
157.70000	0.86238
157.68333	0.85819
157.65000	0.85062
157.61667	0.85062
157.58333	0.84369
157.51667	0.66957
157.48333	0.79746
157.43333	0.80713
157.38333	0.79795
157.33333	0.75123
157.30000	0.69453
157.23333	0.76187
157.15000	0.64460
157.08333	0.68745
157.01667	0.67246
156.93333	0.65990
156.83333	0.53571
156.76667	0.63252
156.75000	0.58999
156.71667	0.51171
156.66667	0.52524
156.60000	0.65684
156.53333	0.75236
156.45000	0.62623
156.33333	0.51187
156.21667	0.75542
156.06667	0.61721
155.95000	0.58274
155.88333	0.64991
155.83333	0.58226
155.75000	0.62656
155.66667	0.57114
155.58333	0.57582
155.46667	0.55794
155.36667	0.59450
155.26667	0.54537
155.18333	0.58516
155.10000	0.58371
155.01667	0.67182
154.96667	0.64573
154.90000	0.73110
154.85000	0.72321
154.81667	0.71660
154.78333	0.67955
154.75000	0.64669
154.71667	0.62382
154.66667	0.62140
154.65000	0.68583
154.61667	0.71257
154.58333	0.69566
154.55000	0.53087
154.50000	0.47514
154.43333	0.47079
154.36667	0.47514
154.31667	0.46113
154.25000	0.47611
154.20000	0.45694
154.15000	0.44921
154.10000	0.91973
154.05000	0.66779
153.96667	0.62801
153.90000	0.56148
153.83333	0.60932
153.76667	0.77588
153.70000	0.75413
153.63333	0.80069
153.53333	0.58725
153.40000	0.45146
153.28333	0.46644
153.18333	0.59901
153.10000	0.69276
153.00000	0.60320
152.88333	0.49785
152.78333	0.45130
152.66667	0.39927
152.56667	0.37124
152.45000	0.39218
152.36667	0.41506
152.26667	0.40555
152.16667	0.40894
152.06667	0.42988
151.98333	0.42923
151.90000	0.42649
151.83333	0.39428
151.76667	0.34547
151.71667	0.33677
151.70000	0.37801
151.66667	0.37897
151.61667	0.37382
151.56667	0.36883
151.53333	0.34466
151.48333	0.29972
151.41667	0.27475
151.33333	0.23368
151.21667	0.20565
151.08333	0.14557
150.93333	0.10997
150.78333	0.06470
150.63333	0.03571
150.41667	0.02363
150.23333	0.03152
150.16667	0.02846
150.13333	0.02637
150.08333	0.02943
150.00000	0.03265
149.93333	0.03700
149.88333	0.02218
149.78333	0.00671
149.70000	0.00526
149.53333	0.00478
149.41667	0.00414
149.33333	0.00349
149.21667	0.00398
149.13333	0.00188
149.06667	0.00365
148.96667	0.00172
148.85000	0.00075
148.70000	0.00253
148.56667	0.00124
148.45000	-0.00037
148.33333	-0.00037
148.25000	0.00172
148.13333	0.00204
148.01667	0.00236
147.90000	0.00075
147.80000	0.00188
147.70000	0.00043
147.56667	0.00172
147.36667	0.00156
147.11667	0.00172
146.93333	0.00301
146.75000	0.00365
146.58333	0.00156
146.46667	0.00269
146.38333	0.00188
146.36667	0.00301
146.36667	0.00108
146.38333	0.00188
146.38333	0.00220
146.38333	0.00220
146.38333	0.00269
146.38333	0.00236
146.38333	0.00236
146.38333	0.00188
146.38333	0.00301
146.38333	0.00188
146.38333	0.00140
146.38333	0.00333
146.38333	0.00188
146.38333	0.00108
146.38333	0.00188
146.38333	0.00462
