Polarization of Light 'theta' Data File Wed, Jan 21, 2026 9:28 AM
Sensor Position (Radians)	Light Intensity (Volts)
1.59698	0.00092
1.60570	-0.00327
1.62316	-0.01020
1.68424	-0.01068
1.76278	0.04167
1.80642	0.09515
1.83696	0.14170
1.85878	0.17569
1.87623	0.21370
1.90241	0.26702
1.92859	0.32276
1.94604	0.37301
1.96786	0.42665
1.99404	0.48094
2.02022	0.57163
2.05949	0.68841
2.09876	0.81712
2.12494	0.91634
2.15548	1.01895
2.18166	1.12462
2.21220	1.24092
2.22966	1.32324
2.23838	1.35706
2.25147	1.41344
2.27329	1.50333
2.29511	1.60416
2.31256	1.67101
2.32129	1.71289
2.33001	1.74737
2.34310	1.80874
2.37801	1.95613
2.43037	2.17536
2.47837	2.40233
2.51327	2.56261
2.54818	2.69534
2.58309	2.83806
2.62236	2.99480
2.65726	3.13558
2.67035	3.20115
2.67908	3.22772
2.67908	3.24109
2.68344	3.26220
2.70090	3.31181
2.72708	3.39960
2.75326	3.50544
2.78816	3.61820
2.81434	3.69793
2.82743	3.73370
2.82743	3.73804
2.83180	3.74884
2.84489	3.78009
2.85361	3.81021
2.87979	3.88190
2.91470	3.96872
2.96270	4.07939
2.98015	4.11966
2.97579	4.07343
2.97579	4.06827
2.97579	4.07343
2.97579	4.07053
2.97579	4.07536
2.97579	4.11821
2.97579	4.05732
2.97579	4.05571
2.97579	4.06183
2.97579	4.05474
2.97579	4.05845
2.97579	4.05957
2.97579	4.06731
2.97579	4.08744
2.97579	4.08277
2.97579	4.09228
2.98015	4.15494
2.98015	4.15510
2.98451	4.20923
2.99324	4.24466
2.99760	4.26029
3.00197	4.25207
3.01506	4.19827
3.02815	4.21438
3.05433	4.23146
3.08487	4.30314
3.10232	4.31732
3.11105	4.30233
3.12414	4.35243
3.15032	4.43878
